Image_Path,Wavelength_nm,Scattering_Coefficient,Anisotropy,Absorption_Coefficient
IMAGES/111.png,650,1.388888889,0.925555556,0.1
IMAGES/112.png,780,1.166666667,0.893333333,1.344444444
IMAGES/113.png,650,0.722222222,0.861111111,0.1
IMAGES/114.png,780,2.5,0.99,0.877777778
IMAGES/115.png,450,0.722222222,0.893333333,1.033333333
IMAGES/116.png,450,2.055555556,0.796666667,0.566666667
IMAGES/117.png,780,2.5,0.7,1.5
IMAGES/118.png,450,1.388888889,0.732222222,0.722222222
IMAGES/119.png,650,0.944444444,0.925555556,0.566666667
IMAGES/120.png,780,0.722222222,0.861111111,1.033333333
IMAGES/121.png,780,1.833333333,0.957777778,0.877777778
IMAGES/122.png,650,2.055555556,0.99,0.722222222
IMAGES/123.png,780,0.722222222,0.957777778,0.566666667
IMAGES/124.png,780,2.5,0.764444444,1.344444444
IMAGES/125.png,532,1.611111111,0.796666667,0.1
IMAGES/126.png,532,2.5,0.732222222,0.255555556
IMAGES/127.png,780,1.388888889,0.99,1.344444444
IMAGES/128.png,780,2.5,0.828888889,1.188888889
IMAGES/129.png,650,0.5,0.99,0.411111111
IMAGES/130.png,532,1.833333333,0.7,1.5
IMAGES/131.png,650,1.388888889,0.957777778,0.722222222
IMAGES/132.png,650,0.944444444,0.828888889,0.411111111
IMAGES/133.png,780,0.944444444,0.796666667,0.1
IMAGES/134.png,450,1.611111111,0.828888889,0.722222222
IMAGES/135.png,450,2.055555556,0.796666667,1.5
IMAGES/136.png,450,2.5,0.796666667,0.877777778
IMAGES/137.png,780,0.5,0.957777778,1.033333333
IMAGES/138.png,650,0.5,0.99,1.188888889
IMAGES/139.png,532,1.166666667,0.732222222,1.188888889
IMAGES/140.png,780,1.388888889,0.764444444,1.033333333
IMAGES/141.png,450,1.166666667,0.99,0.722222222
IMAGES/142.png,532,0.5,0.925555556,0.255555556
IMAGES/143.png,450,0.5,0.764444444,0.566666667
IMAGES/144.png,532,0.944444444,0.957777778,0.1
IMAGES/145.png,780,2.055555556,0.7,0.1
IMAGES/146.png,780,0.722222222,0.828888889,0.722222222
IMAGES/147.png,780,1.166666667,0.828888889,0.1
IMAGES/148.png,532,2.5,0.7,1.5
IMAGES/149.png,532,1.388888889,0.957777778,0.411111111
IMAGES/150.png,532,0.5,0.893333333,1.188888889
IMAGES/151.png,780,1.388888889,0.893333333,0.255555556
IMAGES/152.png,450,1.833333333,0.861111111,0.255555556
IMAGES/153.png,650,0.5,0.732222222,0.411111111
IMAGES/154.png,450,2.5,0.861111111,0.255555556
IMAGES/155.png,450,0.944444444,0.732222222,1.344444444
IMAGES/156.png,450,1.388888889,0.796666667,1.5
IMAGES/157.png,650,2.055555556,0.732222222,0.1
IMAGES/158.png,650,2.277777778,0.861111111,1.344444444
IMAGES/159.png,780,2.055555556,0.7,0.1
IMAGES/160.png,780,0.944444444,0.732222222,1.5
IMAGES/161.png,450,1.388888889,0.7,1.188888889
IMAGES/162.png,780,0.722222222,0.99,0.722222222
IMAGES/163.png,450,0.5,0.893333333,1.033333333
IMAGES/164.png,780,0.722222222,0.7,1.033333333
IMAGES/165.png,450,0.5,0.764444444,0.255555556
IMAGES/166.png,780,0.722222222,0.7,1.5
IMAGES/167.png,450,2.5,0.861111111,1.5
IMAGES/168.png,650,2.055555556,0.764444444,1.033333333
IMAGES/169.png,532,1.833333333,0.764444444,0.255555556
IMAGES/170.png,650,2.5,0.732222222,0.1
IMAGES/171.png,532,0.5,0.957777778,1.344444444
IMAGES/172.png,532,2.277777778,0.764444444,1.188888889
IMAGES/173.png,780,2.277777778,0.925555556,0.411111111
IMAGES/174.png,450,2.5,0.796666667,0.722222222
IMAGES/175.png,780,1.388888889,0.957777778,0.255555556
IMAGES/176.png,450,2.055555556,0.957777778,0.1
IMAGES/177.png,780,0.5,0.796666667,0.566666667
IMAGES/178.png,780,2.055555556,0.99,1.033333333
IMAGES/179.png,532,2.277777778,0.957777778,1.033333333
IMAGES/180.png,780,1.166666667,0.764444444,1.344444444
IMAGES/181.png,780,1.833333333,0.925555556,0.877777778
IMAGES/182.png,532,2.055555556,0.957777778,1.344444444
IMAGES/183.png,532,2.055555556,0.893333333,1.344444444
IMAGES/184.png,650,1.833333333,0.732222222,0.566666667
IMAGES/185.png,450,2.055555556,0.7,0.566666667
IMAGES/186.png,650,0.5,0.99,1.033333333
IMAGES/187.png,532,1.833333333,0.828888889,1.344444444
IMAGES/188.png,650,2.277777778,0.764444444,0.877777778
IMAGES/189.png,450,2.277777778,0.828888889,1.033333333
IMAGES/190.png,780,1.388888889,0.828888889,0.1
IMAGES/191.png,450,2.055555556,0.99,0.1
IMAGES/192.png,780,2.5,0.893333333,0.1
IMAGES/193.png,532,0.5,0.732222222,0.722222222
IMAGES/194.png,650,1.833333333,0.764444444,1.188888889
IMAGES/195.png,650,0.944444444,0.764444444,0.566666667
IMAGES/196.png,780,2.055555556,0.957777778,1.188888889
IMAGES/197.png,650,0.944444444,0.893333333,0.255555556
IMAGES/198.png,450,0.5,0.828888889,0.255555556
IMAGES/199.png,450,2.5,0.925555556,0.411111111
IMAGES/200.png,650,1.166666667,0.796666667,0.566666667
IMAGES/201.png,532,2.5,0.925555556,0.877777778
IMAGES/202.png,650,1.166666667,0.732222222,1.5
IMAGES/203.png,650,0.5,0.957777778,0.722222222
IMAGES/204.png,450,2.277777778,0.796666667,0.722222222
IMAGES/205.png,450,0.944444444,0.861111111,0.877777778
IMAGES/206.png,780,1.611111111,0.828888889,0.722222222
IMAGES/207.png,532,1.611111111,0.893333333,0.255555556
IMAGES/208.png,650,1.833333333,0.732222222,0.722222222
IMAGES/209.png,450,1.166666667,0.99,0.411111111
IMAGES/210.png,450,2.5,0.893333333,1.344444444
IMAGES/211.png,532,2.5,0.925555556,1.033333333
IMAGES/212.png,650,1.166666667,0.893333333,0.1
IMAGES/213.png,450,0.944444444,0.893333333,0.255555556
IMAGES/214.png,450,2.277777778,0.99,0.1
IMAGES/215.png,650,1.388888889,0.796666667,0.1
IMAGES/216.png,650,1.833333333,0.764444444,0.877777778
IMAGES/217.png,650,1.611111111,0.893333333,0.722222222
IMAGES/218.png,450,1.388888889,0.828888889,0.566666667
IMAGES/219.png,650,1.611111111,0.764444444,0.1
IMAGES/220.png,532,1.166666667,0.732222222,0.722222222
IMAGES/221.png,532,2.277777778,0.7,1.344444444
IMAGES/222.png,450,0.944444444,0.957777778,0.255555556
IMAGES/223.png,450,2.055555556,0.99,0.255555556
IMAGES/224.png,780,0.722222222,0.893333333,0.255555556
IMAGES/225.png,650,2.5,0.732222222,1.188888889
IMAGES/226.png,650,0.944444444,0.99,0.411111111
IMAGES/227.png,450,1.388888889,0.925555556,0.566666667
IMAGES/228.png,780,0.944444444,0.764444444,1.344444444
IMAGES/229.png,650,1.611111111,0.732222222,0.411111111
IMAGES/230.png,532,1.166666667,0.861111111,0.877777778
IMAGES/231.png,532,2.055555556,0.957777778,0.722222222
IMAGES/232.png,650,0.944444444,0.7,0.1
IMAGES/233.png,650,1.388888889,0.796666667,1.188888889
IMAGES/234.png,780,1.833333333,0.7,0.566666667
IMAGES/235.png,532,0.722222222,0.732222222,0.255555556
IMAGES/236.png,650,1.611111111,0.925555556,1.5
IMAGES/237.png,450,1.388888889,0.764444444,0.877777778
IMAGES/238.png,532,2.5,0.957777778,1.344444444
IMAGES/239.png,780,2.055555556,0.732222222,0.722222222
IMAGES/240.png,780,2.5,0.861111111,0.1
IMAGES/241.png,450,1.611111111,0.893333333,1.033333333
IMAGES/242.png,532,2.055555556,0.7,0.722222222
IMAGES/243.png,650,2.055555556,0.796666667,1.188888889
IMAGES/244.png,532,1.611111111,0.764444444,0.1
IMAGES/245.png,780,2.277777778,0.732222222,0.411111111
IMAGES/246.png,532,2.5,0.7,0.566666667
IMAGES/247.png,450,2.5,0.957777778,1.188888889
IMAGES/248.png,532,0.722222222,0.7,0.722222222
IMAGES/249.png,780,1.611111111,0.828888889,0.877777778
IMAGES/250.png,650,0.944444444,0.99,0.877777778
IMAGES/251.png,780,1.833333333,0.732222222,0.722222222
IMAGES/252.png,450,0.944444444,0.828888889,0.566666667
IMAGES/253.png,650,0.5,0.99,1.188888889
IMAGES/254.png,650,1.388888889,0.957777778,1.344444444
IMAGES/255.png,780,1.388888889,0.893333333,1.188888889
IMAGES/256.png,650,0.5,0.796666667,0.411111111
IMAGES/257.png,450,0.5,0.925555556,0.411111111
IMAGES/258.png,650,0.944444444,0.893333333,0.566666667
IMAGES/259.png,650,0.5,0.732222222,1.188888889
IMAGES/260.png,450,0.722222222,0.99,0.411111111
IMAGES/261.png,650,1.611111111,0.861111111,0.566666667
IMAGES/262.png,650,0.5,0.957777778,0.1
IMAGES/263.png,780,0.5,0.732222222,0.877777778
IMAGES/264.png,532,2.277777778,0.861111111,1.033333333
IMAGES/265.png,650,1.611111111,0.925555556,0.566666667
IMAGES/266.png,532,2.277777778,0.828888889,1.033333333
IMAGES/267.png,780,2.055555556,0.957777778,1.033333333
IMAGES/268.png,450,2.055555556,0.99,0.566666667
IMAGES/269.png,532,1.833333333,0.796666667,0.255555556
IMAGES/270.png,450,2.5,0.7,0.411111111
IMAGES/271.png,532,0.944444444,0.957777778,0.722222222
IMAGES/272.png,532,0.5,0.925555556,1.188888889
IMAGES/273.png,532,2.277777778,0.99,0.877777778
IMAGES/274.png,650,0.944444444,0.861111111,1.033333333
IMAGES/275.png,650,0.722222222,0.925555556,0.722222222
IMAGES/276.png,650,1.833333333,0.957777778,0.1
IMAGES/277.png,532,1.611111111,0.732222222,0.722222222
IMAGES/278.png,532,2.5,0.7,1.033333333
IMAGES/279.png,532,0.722222222,0.861111111,0.877777778
IMAGES/280.png,650,1.166666667,0.861111111,0.255555556
IMAGES/281.png,650,0.944444444,0.7,0.877777778
IMAGES/282.png,450,1.388888889,0.828888889,0.411111111
IMAGES/283.png,650,2.055555556,0.893333333,0.722222222
IMAGES/284.png,450,1.388888889,0.99,0.722222222
IMAGES/285.png,532,0.944444444,0.861111111,1.033333333
IMAGES/286.png,780,1.388888889,0.828888889,1.5
IMAGES/287.png,780,0.5,0.957777778,0.566666667
IMAGES/288.png,650,2.277777778,0.796666667,1.033333333
IMAGES/289.png,532,1.611111111,0.7,0.1
IMAGES/290.png,532,0.5,0.828888889,1.033333333
IMAGES/291.png,532,1.388888889,0.764444444,0.255555556
IMAGES/292.png,780,2.055555556,0.861111111,1.5
IMAGES/293.png,650,1.833333333,0.732222222,1.033333333
IMAGES/294.png,450,1.166666667,0.828888889,0.255555556
IMAGES/295.png,532,0.722222222,0.893333333,0.411111111
IMAGES/296.png,650,2.277777778,0.99,0.722222222
IMAGES/297.png,650,0.5,0.7,0.566666667
IMAGES/298.png,780,0.5,0.828888889,0.566666667
IMAGES/299.png,780,1.611111111,0.7,0.722222222
IMAGES/300.png,780,2.277777778,0.893333333,0.1
IMAGES/301.png,650,0.944444444,0.764444444,1.344444444
IMAGES/302.png,780,0.722222222,0.796666667,1.344444444
IMAGES/303.png,532,1.833333333,0.796666667,1.033333333
IMAGES/304.png,780,0.944444444,0.796666667,0.722222222
IMAGES/305.png,532,0.944444444,0.925555556,1.5
IMAGES/306.png,650,2.5,0.861111111,0.566666667
IMAGES/307.png,532,0.722222222,0.732222222,0.877777778
IMAGES/308.png,650,2.055555556,0.925555556,0.722222222
IMAGES/309.png,650,2.277777778,0.957777778,1.344444444
IMAGES/310.png,450,2.5,0.828888889,1.5
IMAGES/311.png,780,0.5,0.99,0.566666667
IMAGES/312.png,780,2.055555556,0.925555556,1.033333333
IMAGES/313.png,450,2.5,0.925555556,0.411111111
IMAGES/314.png,532,1.611111111,0.957777778,0.255555556
IMAGES/315.png,532,0.5,0.925555556,1.344444444
IMAGES/316.png,532,1.611111111,0.925555556,1.188888889
IMAGES/317.png,532,1.611111111,0.861111111,0.722222222
IMAGES/318.png,780,2.055555556,0.99,0.411111111
IMAGES/319.png,780,1.166666667,0.99,1.188888889
IMAGES/320.png,780,1.388888889,0.861111111,1.5
IMAGES/321.png,780,0.722222222,0.893333333,0.877777778
IMAGES/322.png,532,1.833333333,0.957777778,1.344444444
IMAGES/323.png,450,2.055555556,0.732222222,0.722222222
IMAGES/324.png,650,1.833333333,0.99,0.566666667
IMAGES/325.png,532,1.166666667,0.861111111,0.722222222
IMAGES/326.png,450,2.5,0.925555556,1.344444444
IMAGES/327.png,532,0.944444444,0.957777778,0.255555556
IMAGES/328.png,450,1.388888889,0.957777778,0.255555556
IMAGES/329.png,532,2.5,0.796666667,0.1
IMAGES/330.png,532,0.944444444,0.925555556,1.188888889
IMAGES/331.png,780,1.611111111,0.925555556,1.033333333
IMAGES/332.png,532,1.388888889,0.796666667,0.722222222
IMAGES/333.png,532,2.5,0.861111111,0.411111111
IMAGES/334.png,650,0.5,0.861111111,0.566666667
IMAGES/335.png,532,2.277777778,0.99,0.255555556
IMAGES/336.png,532,1.833333333,0.861111111,1.188888889
IMAGES/337.png,780,2.055555556,0.764444444,0.411111111
IMAGES/338.png,450,1.388888889,0.925555556,1.5
IMAGES/339.png,780,0.944444444,0.861111111,0.1
IMAGES/340.png,532,2.055555556,0.828888889,0.1
IMAGES/341.png,532,0.5,0.828888889,0.255555556
IMAGES/342.png,450,2.277777778,0.764444444,1.188888889
IMAGES/343.png,780,1.611111111,0.99,0.877777778
IMAGES/344.png,532,1.166666667,0.861111111,0.255555556
IMAGES/345.png,650,0.722222222,0.732222222,0.411111111
IMAGES/346.png,532,1.388888889,0.828888889,0.877777778
IMAGES/347.png,650,1.611111111,0.925555556,0.411111111
IMAGES/348.png,532,1.166666667,0.764444444,0.255555556
IMAGES/349.png,532,0.722222222,0.957777778,1.188888889
IMAGES/350.png,450,2.277777778,0.925555556,0.255555556
IMAGES/351.png,450,2.277777778,0.828888889,0.566666667
IMAGES/352.png,532,0.944444444,0.957777778,1.188888889
IMAGES/353.png,780,1.611111111,0.7,0.877777778
IMAGES/354.png,532,2.055555556,0.957777778,0.255555556
IMAGES/355.png,532,0.722222222,0.861111111,1.5
IMAGES/356.png,650,1.166666667,0.796666667,1.5
IMAGES/357.png,532,1.833333333,0.828888889,1.033333333
IMAGES/358.png,650,0.944444444,0.732222222,0.722222222
IMAGES/359.png,450,2.5,0.861111111,0.722222222
IMAGES/360.png,532,2.5,0.99,0.877777778
IMAGES/361.png,780,2.277777778,0.828888889,0.877777778
IMAGES/362.png,532,0.5,0.796666667,0.255555556
IMAGES/363.png,780,2.277777778,0.893333333,0.566666667
IMAGES/364.png,650,0.5,0.861111111,0.877777778
IMAGES/365.png,450,2.277777778,0.861111111,0.1
IMAGES/366.png,650,0.5,0.861111111,0.566666667
IMAGES/367.png,450,1.166666667,0.893333333,0.566666667
IMAGES/368.png,532,0.944444444,0.925555556,1.344444444
IMAGES/369.png,650,1.611111111,0.925555556,1.033333333
IMAGES/370.png,780,2.055555556,0.796666667,0.722222222
IMAGES/371.png,780,2.5,0.893333333,0.877777778
IMAGES/372.png,780,0.944444444,0.764444444,1.033333333
IMAGES/373.png,650,2.5,0.732222222,0.566666667
IMAGES/374.png,450,0.5,0.957777778,0.1
IMAGES/375.png,650,2.055555556,0.7,0.411111111
IMAGES/376.png,450,0.5,0.893333333,0.722222222
IMAGES/377.png,450,0.944444444,0.7,1.188888889
IMAGES/378.png,450,0.722222222,0.732222222,0.566666667
IMAGES/379.png,450,0.5,0.957777778,1.188888889
IMAGES/380.png,450,0.5,0.957777778,1.5
IMAGES/381.png,780,1.611111111,0.925555556,0.722222222
IMAGES/382.png,780,0.5,0.732222222,0.877777778
IMAGES/383.png,650,1.611111111,0.732222222,1.344444444
IMAGES/384.png,650,0.944444444,0.957777778,0.1
IMAGES/385.png,450,1.388888889,0.861111111,1.188888889
IMAGES/386.png,450,2.277777778,0.957777778,0.411111111
IMAGES/387.png,780,1.166666667,0.732222222,0.722222222
IMAGES/388.png,450,0.722222222,0.99,1.033333333
IMAGES/389.png,650,0.5,0.732222222,0.722222222
IMAGES/390.png,780,0.5,0.732222222,0.877777778
IMAGES/391.png,532,1.388888889,0.925555556,1.344444444
IMAGES/392.png,780,2.055555556,0.957777778,0.255555556
IMAGES/393.png,780,1.166666667,0.99,0.722222222
IMAGES/394.png,450,1.388888889,0.764444444,0.1
IMAGES/395.png,532,1.166666667,0.893333333,1.344444444
IMAGES/396.png,450,1.166666667,0.925555556,0.255555556
IMAGES/397.png,650,1.611111111,0.99,0.566666667
IMAGES/398.png,780,1.166666667,0.99,0.877777778
IMAGES/399.png,780,2.055555556,0.764444444,0.877777778
IMAGES/400.png,532,2.277777778,0.796666667,0.877777778
IMAGES/401.png,450,1.166666667,0.732222222,1.344444444
IMAGES/402.png,650,1.388888889,0.925555556,0.566666667
IMAGES/403.png,780,1.388888889,0.828888889,1.344444444
IMAGES/404.png,780,0.944444444,0.764444444,0.877777778
IMAGES/405.png,780,2.277777778,0.828888889,1.188888889
IMAGES/406.png,532,2.277777778,0.957777778,1.344444444
IMAGES/407.png,532,2.055555556,0.764444444,0.566666667
IMAGES/408.png,532,1.166666667,0.957777778,1.188888889
IMAGES/409.png,450,0.944444444,0.99,0.566666667
IMAGES/410.png,450,2.055555556,0.861111111,0.1
IMAGES/411.png,450,1.833333333,0.732222222,0.411111111
IMAGES/412.png,450,2.277777778,0.99,0.566666667
IMAGES/413.png,532,0.5,0.828888889,1.344444444
IMAGES/414.png,532,0.722222222,0.957777778,1.033333333
IMAGES/415.png,450,2.055555556,0.893333333,0.411111111
IMAGES/416.png,450,2.5,0.925555556,1.5
IMAGES/417.png,532,1.611111111,0.828888889,1.5
IMAGES/418.png,650,1.388888889,0.828888889,1.033333333
IMAGES/419.png,450,1.833333333,0.7,0.411111111
IMAGES/420.png,650,0.722222222,0.764444444,1.188888889
IMAGES/421.png,650,2.5,0.7,0.255555556
IMAGES/422.png,650,2.277777778,0.796666667,1.188888889
IMAGES/423.png,650,1.388888889,0.764444444,1.344444444
IMAGES/424.png,532,1.611111111,0.732222222,0.411111111
IMAGES/425.png,450,2.5,0.99,1.344444444
IMAGES/426.png,780,0.5,0.861111111,0.255555556
IMAGES/427.png,780,1.388888889,0.893333333,1.5
IMAGES/428.png,780,0.944444444,0.893333333,1.188888889
IMAGES/429.png,532,0.722222222,0.7,0.1
IMAGES/430.png,780,2.055555556,0.796666667,1.033333333
IMAGES/431.png,650,0.5,0.764444444,0.411111111
IMAGES/432.png,650,1.166666667,0.796666667,0.722222222
IMAGES/433.png,532,0.944444444,0.7,0.1
IMAGES/434.png,450,0.5,0.764444444,0.255555556
IMAGES/435.png,780,1.166666667,0.99,1.5
IMAGES/436.png,532,0.944444444,0.861111111,0.255555556
IMAGES/437.png,780,2.055555556,0.7,0.255555556
IMAGES/438.png,532,1.166666667,0.957777778,1.5
IMAGES/439.png,780,2.5,0.861111111,0.411111111
IMAGES/440.png,532,0.5,0.764444444,1.5
IMAGES/441.png,780,2.5,0.828888889,0.877777778
IMAGES/442.png,450,1.166666667,0.7,1.188888889
IMAGES/443.png,532,1.611111111,0.925555556,1.5
IMAGES/444.png,650,1.833333333,0.796666667,0.566666667
IMAGES/445.png,650,1.833333333,0.732222222,0.1
IMAGES/446.png,650,1.611111111,0.893333333,0.1
IMAGES/447.png,650,1.166666667,0.764444444,1.5
IMAGES/448.png,450,0.5,0.796666667,0.411111111
IMAGES/449.png,780,1.833333333,0.764444444,1.344444444
IMAGES/450.png,532,1.166666667,0.99,1.5
IMAGES/451.png,450,2.055555556,0.796666667,1.188888889
IMAGES/452.png,450,0.944444444,0.99,1.5
IMAGES/453.png,532,1.166666667,0.861111111,0.255555556
IMAGES/454.png,780,1.166666667,0.957777778,1.033333333
IMAGES/455.png,450,2.277777778,0.764444444,1.033333333
IMAGES/456.png,780,0.944444444,0.7,1.344444444
IMAGES/457.png,450,0.944444444,0.828888889,0.877777778
IMAGES/458.png,532,0.722222222,0.796666667,0.255555556
IMAGES/459.png,650,2.277777778,0.828888889,1.344444444
IMAGES/460.png,780,1.388888889,0.796666667,0.722222222
IMAGES/461.png,532,1.166666667,0.957777778,0.411111111
IMAGES/462.png,450,1.166666667,0.828888889,0.255555556
IMAGES/463.png,650,1.833333333,0.732222222,0.566666667
IMAGES/464.png,780,2.055555556,0.732222222,0.411111111
IMAGES/465.png,450,0.5,0.828888889,0.566666667
IMAGES/466.png,450,0.722222222,0.893333333,0.255555556
IMAGES/467.png,532,2.5,0.861111111,0.722222222
IMAGES/468.png,650,1.611111111,0.893333333,1.033333333
IMAGES/469.png,532,1.833333333,0.925555556,0.722222222
IMAGES/470.png,450,2.055555556,0.99,1.5
IMAGES/471.png,780,2.055555556,0.99,0.1
IMAGES/472.png,532,1.833333333,0.861111111,0.877777778
IMAGES/473.png,532,2.277777778,0.893333333,1.344444444
IMAGES/474.png,450,2.055555556,0.861111111,0.255555556
IMAGES/475.png,650,1.166666667,0.893333333,0.877777778
IMAGES/476.png,450,2.5,0.732222222,0.566666667
IMAGES/477.png,650,1.388888889,0.796666667,0.1
IMAGES/478.png,532,2.277777778,0.764444444,0.877777778
IMAGES/479.png,450,0.5,0.828888889,1.033333333
IMAGES/480.png,650,1.833333333,0.7,1.033333333
IMAGES/481.png,780,0.722222222,0.7,1.344444444
IMAGES/482.png,532,2.055555556,0.7,0.566666667
